"B008","C001","C002","E018","E035","E036","E039","F028","F116","F118","F120","F121","G006","X001","X003","X025R","X028","X049","X051","Y001","E033","E179WVS","E182"
1,2,1,3,1,2,2,3,2,NA,2,NA,4,1,75,1,1,5,0,0,7,76006,NA
NA,2,2,NA,4,4,5,8,3,3,3,3,4,2,60,1,1,5,0,NA,NA,4,NA
2,3,2,3,3,8,4,7,NA,4,2,6,4,2,43,1,0,5,0,0,5,76002,76010
1,1,3,3,1,1,2,2,6,1,1,1,4,1,24,1,1,5,0,3,8,76002,76006
NA,2,1,3,1,NA,NA,2,1,NA,NA,2,4,1,46,1,1,5,0,2,10,76002,NA
1,3,NA,3,3,3,3,3,NA,NA,NA,NA,3,1,33,1,1,5,0,1,8,76002,76029
1,1,2,3,3,2,2,2,1,2,2,2,4,1,45,1,1,5,0,1,7,76006,76029
1,2,2,2,3,4,3,7,6,1,1,1,3,2,36,1,0,5,0,3,6,76002,NA
NA,2,2,3,4,3,3,6,2,7,2,2,3,1,29,1,1,5,0,0,7,76002,76029
2,1,2,3,10,10,1,7,10,10,1,1,2,2,39,1,1,6,0,4,10,76002,76006
2,1,2,3,1,1,NA,7,1,1,1,1,3,2,49,1,0,6,0,1,NA,76002,76007
1,1,2,3,7,10,8,2,3,7,1,5,4,1,29,1,1,6,1,2,4,76002,4
2,1,2,3,1,10,10,8,1,1,1,1,3,2,74,1,1,6,1,2,NA,76002,NA
1,1,1,3,2,8,1,2,1,5,1,5,3,1,35,2,1,6,1,4,10,76002,76003
1,1,2,3,8,8,5,6,1,2,1,3,3,2,61,2,1,6,1,1,NA,76007,76029
1,1,2,3,10,10,1,2,1,4,1,10,4,2,26,2,0,6,0,4,5,4,4
1,3,2,3,9,9,9,7,1,1,1,1,3,1,57,3,1,6,1,2,6,76001,76002
1,1,2,2,1,5,4,8,2,2,1,1,2,1,26,3,1,6,1,3,5,76003,76029
2,2,2,3,10,NA,10,1,10,1,1,10,3,1,77,1,1,6,0,0,NA,76001,4
1,2,2,3,10,9,5,6,3,4,3,7,4,2,41,1,0,6,1,0,4,76002,76006
2,2,2,3,6,10,8,2,1,5,1,10,2,1,33,1,1,6,0,2,5,76003,76002
2,2,2,3,7,4,2,6,2,4,1,5,4,1,21,2,1,6,0,2,5,4,76002
1,1,2,3,8,9,6,7,1,1,1,7,4,1,27,2,1,6,0,2,5,76002,76010
1,1,2,3,5,10,8,3,2,2,1,7,3,2,32,2,1,6,0,2,4,76002,NA
1,1,2,3,8,9,1,7,1,5,1,8,4,2,21,2,1,6,0,2,7,76003,76004
2,1,2,3,7,5,5,6,1,3,1,4,4,1,19,2,1,6,1,3,3,76003,76001
2,1,2,3,1,10,10,6,1,1,1,1,NA,2,27,1,0,6,1,0,1,76001,76010
1,2,2,3,10,1,1,6,1,10,1,10,3,1,19,1,1,6,0,1,1,76001,76004
1,2,2,3,10,10,10,3,1,1,1,1,2,2,31,1,0,6,0,0,10,76001,76010
1,2,2,NA,3,5,3,2,2,4,2,7,3,2,37,1,1,7,1,2,5,76002,76003
NA,1,2,3,2,5,3,2,3,5,3,7,3,2,49,1,1,7,1,2,5,4,4
3,3,3,3,3,5,3,8,2,2,2,2,3,2,21,2,0,7,0,2,5,76002,76006
1,3,3,3,3,5,3,7,3,2,2,2,3,2,54,1,0,7,1,2,5,4,4
NA,1,2,3,3,5,3,5,2,5,3,7,3,2,30,2,0,7,0,2,5,76006,76010
NA,3,2,3,3,5,5,7,3,5,3,8,3,2,46,2,0,7,0,3,1,76002,76001
1,1,2,3,6,1,5,6,5,1,3,1,4,2,37,2,1,7,0,2,10,76002,76001
1,1,2,3,3,10,5,7,8,2,2,5,1,1,41,1,1,7,1,1,5,76002,76003
2,2,2,1,5,4,10,6,3,5,1,5,4,1,40,2,1,7,0,0,1,76002,76003
1,1,1,2,1,5,5,7,1,10,1,10,3,2,36,3,1,7,0,4,5,76002,76006
2,2,2,3,4,7,2,8,2,1,1,2,4,2,58,2,1,6,0,3,NA,76002,NA
1,1,2,3,5,8,3,6,1,1,1,10,3,1,34,3,1,6,1,3,8,4,76001
2,1,2,1,8,5,6,5,6,7,5,7,4,2,18,2,0,6,0,3,5,76002,76010
1,3,2,3,8,6,5,8,1,2,1,2,3,2,18,2,1,6,1,5,7,76002,76029
1,1,2,3,7,7,3,8,8,7,1,5,4,1,28,3,1,6,0,3,4,76029,76002
1,1,2,3,3,2,9,6,2,5,1,4,3,2,40,1,0,6,1,2,8,76003,4
1,1,2,3,9,10,10,7,6,3,3,3,2,2,23,2,0,6,0,3,6,4,76029
1,1,2,1,7,10,5,3,2,4,3,NA,3,2,23,3,0,6,0,3,5,76002,76006
1,2,2,3,3,8,3,6,3,1,1,8,3,1,69,1,1,6,0,1,8,76007,76010
2,3,3,3,2,4,3,8,2,2,2,2,3,2,40,1,0,7,1,2,5,76001,76002
